Insult,Date,Comment
0,20120530131336Z,they not the pg proposal is a list of people who have committed crimes with a gun not a way to register guns is no one else xa disturbed xa by the idea of the government maintaining lists of people they do not like cue you know who else had lists of people they do not like jokes in
0,,david cyberduckie you know if you stick a screw driver in your mouth and bang on your fillings you might be able to pick up an easy listening channel
1,20120619232324Z,that because you a nobody
0,,the korem foundation will never see another dollar from me
0,20120620051425Z,i just did it but for some reason it not registering maybe needs some time
0,20120609235207Z,i could be as effective ineffective as huff
1,20120610074041Z,yo this my nigga right here <SIGNS> my n my boi lil b fuck bitches on the regular we fucking everyone bitches tell yo boys that yo bitches aint safe when mel gibson n lil b rollin out on a bitch hunt
0,20120529135802Z,oh hey i have yousaid it if you like
0,,xc xa it means the world isn t changing it means the world has already nchanged steven goldstein chairman of the gay rights group garden nstate equality xc xa but right is right and wrong is still wrong <SIGNS>
0,20120619141750Z,omg <SIGNS> are you a vs girl also <SIGNS> n ndid you hit up the semi annual sale i went fucking crazy <SIGNS>
1,20120620062056Z,you are incredibly stupid
0,20120611235930Z,slipresistantshoes xa in a few years they ll make a damn movie about it <SIGNS> n xa nuncle daddy rides again <SIGNS>
0,20120619000810Z,i like you aggie
0,20120527185724Z,obamawon due to the media not doing their jobs we still know nothing about obama and its almost years later why <SIGNS>
0,20120619015707Z,god bless you and may you live a long and fruitful life and spread your wisdom
0,20120620171007Z,ha i glad you are pena girl you know he really wants to play for the red sox he from boston and went to northeastern but got cut by the sox and he terrible haha you have zero valid points
0,,i am a moderate i am fiscally conservative but am moderate on the social issues the republican party is no longer the party of goldwater teddy roosevelt xc xa nor even reagan the gop is the party of jerry falwell tony perkins and people like michelle bachmann nbecause i am gay and can not find a place in the gop i voted for obama in nhowever this year i xc xa am considering voting for romney this year nrepublicans better hope romney gets the nomination because santorum would be handing the election to obama santorum is xc xa scary conservative he wants the government to be all up in peoples business and i would not be surprised if a president xc xa santorum created a morality police ni believe the majority of americans are moderate and what this country needs is a moderate i am so tired of us swinging from extreme left to extreme right and back again
1,20120609203104Z,why did you do that <SIGNS> because you smell like dog poo you so stupid just like dog poo you made outta poo <SIGNS>
0,20120620132202Z,the democrats would sell out our young job seekers for a handful of illegal votes and a cent tomato
0,20120619180350Z,pass on grass and pass on rainbows and wings
0,20120620180456Z,you would not know a failed policy if it sent you and all your neighbors to the poorhouse
0,20120502155618Z,but jack from raleigh was not done he came back with this bit of furious grammatical genius n holy hell jack calm down n ngod d mn hilarious <SIGNS> n nwho writes your material grazid n nmm never even acknowledged we were here well accept when uber ticked him off grazid not only interacts with us he calls you dumb when you being dumb right beeaner <SIGNS>
0,20120528051839Z,maybe republicans ca not use filibusters in union votes to grind all decisions to a halt n n is probably enough to win elections there
0,,dan tm nobjustryan a funny thing happened on the way to that forum but all the optimists were too happy to notice
1,20120618205159Z,yeah i pathetic but your the idiot going around trolling other teams pages why do not you get f ing life you little sh thead
0,,ron paul could start his own third party tomorrow and suck a large percentage of democrats republicans libertarians and independents with him you think ross perot was bad ron paul might even challenge to win running as a rd party candidate <SIGNS>
